URL,Bug Type,Language,Component,Root Cause,Effect,Framework,Rational,File ,Code Before Change,Code After Change
https://github.com/ernesttan1976/mylangchain/commit/ed16d023d172db2d11bc7b83c1ff6cfc5ef8267e,Prompting Bug (PPB),Javascript,Agent Core,Incorrect Instruction-Prompt Specification (II.PS),Incorrect Output (IO),LangChain-js,"BT: Issues in the prompt
RC: Prompt construction incorrect
ET: Incorrect prompt details makes LLM return incorrect output",prompts.js,"const codeExplainPrompt = `Explain each line of the code and show url links to external libraries. And include glossary of terms.
Format your reply like this, preserve the line spacing:
<details><summary>[line number]:code with preserve formatting</summary><p>explanation for code</details>
const codeExplainPrompt = `Explain each line of the code and show url links to external libraries. And include glossary of terms.\n
Format your reply like this, preserve the line spacing:\n
<pre><details><summary>[line number]:code with preserve formatting</summary>
<p>explanation for code</p></details>\n</pre>

functions
explanation for functions
links
terms glossary

Divide the code into functions and summarise the purpose and use case of each function. Step by step explain each function of this code.
<details><summary>[1]: import pandas as pd</summary><p>This line imports the pandas library and assigns it the alias 'pd'. Pandas is a powerful data manipulation library in Python, used for data analysis and manipulation. It provides data structures and functions to efficiently handle and analyze structured data.</p></details>
<details><summary>[4:5]:[4]: def calculate_mean(data): \n
 </summary>[5]:     return np.mean(data) \n
 <p>This function calculates the mean (average) of a given dataset. It takes a single parameter 'data', which represents the dataset. It uses the 'np.mean()' function from the numpy library to calculate the mean of the data and returns the result.</p></details>","const codeExplainPrompt = `Explain each line of the code and show url links to external libraries. And include glossary of terms.\n
Format your reply like this, preserve the line spacing:\n
<pre><details><summary>[line number]:code with preserve formatting</summary>
<p>explanation for code</p></details>\n</pre>
## functions\n
## explanation for functions\n
## links\n
## terms glossary\n
<pre><details><summary>[1]: import pandas as pd</summary>This line imports the pandas library and assigns it the alias 'pd'. Pandas is a powerful data manipulation library in Python, used for data analysis and manipulation. \nIt provides data structures and functions to efficiently handle and analyze structured data.</details></pre>
<pre><details><summary>[4]: def calculate_mean(data):</summary>
<p>This function calculates the mean (average) of a given dataset. It takes a single parameter 'data', which represents the dataset. </p></details></pre>
<pre><details><summary>[5]:    return np.mean(data)</summary>
<p>The 'np.mean()' function from the numpy library calculates the mean of the data and returns the result.</p></details>\n</pre>"
https://github.com/overexpload/thalia/commit/612c545d7deb88656f349c989dbd7f646933070d,Configuration Bug (CB),Javascript,Tools,Incorrect or Missing Parameter Value-Incorrect Value (IMP.IV),Unknown (UN),LangChain-js,"BT: Mongodb connected (configured) incorrectly 
RC: Connect method passed with unexpected optional parameter
ET: Not specified ",mongodb.js,"mongoose.connect(process.env.DB_URL, {
        useNewUrlParser: true,
        useUnifiedTopology: true,
    }).then(() => console.log('Connected to db')).catch((e) => {
        console.error(e.message);
    })","mongoose.connect(process.env.DB_URL).then(() => console.log('Connected to db')).catch((e) => {
        console.error(e.message);
    })"
https://github.com/galaxyxyz5/ai-report-generation/commit/7a13518beca0a2f370163336788960295b1795be,Initialization Bug (IB),Javascript,Unknown,Incorrect or Missing Parameter Value-Incorrect Value (IMP.IV),Unknown (UN),LangChain-js,"BT: newSocket initialized incorrectly
RC: Incorrect arguemnt passed to connect socket
ET: For incorrect path, it should throw 404 error",SocketContext.jsx,const newSocket = io(`${import.meta.env.VITE_APP_SOCKET_URL}`);,const newSocket = io(`${import.meta.env.VITE_PUBLIC_URL}`);
https://github.com/AnchoringAI/anchoring-ai/commit/c80c8fe6639ef94d88fbaa2edd3f0ffed355aa96,Logic Bug (LB),Javascript,Unknown,Incorrect or Missing Control Flow-Incorrect Flow (IMCF.IF),Incorrect Output (IO),LangChain-js,"BT: Incorrect item returned
RC:  Return steatement flow is incorrect
ET: Code reurns promise instead of the output after execution",TagParser.js," async run() {
        return handleRunClick();
      }"," async run() {
        return await handleRunClick();
      }"
https://github.com/IroncladDev/LangChain.js-LLM-Template/commit/783309d02b0c2a8ee61ee5bc27351e8c7804cee8,Argument Bug (AB),Javascript,Tools,API Misuse-Invalid API Arguments (AM.IAA),Crash (CR),LangChain-js,"BT:  API key argument not passed
RC: OpenAIEmbeddings invoked without proper arguements
ET: Calling without API will result Authentication",generateResponse.js,"const store = await HNSWLib.load(""vectorStore"", new OpenAIEmbeddings());","const store = await HNSWLib.load(""vectorStore"", new OpenAIEmbeddings({
  openAIApiKey: process.env.OPENAI_API_KEY
}))"
https://github.com/SamurAIGPT/EmbedAI/commit/18b9dc6e8795300a811682845398f7586411624b,Argument Bug (AB),Python,Agent Core,Incorrect or Missing Control Flow-Missing Flow (IMCF.MF),Crash (CR),LangChain-js,"BT:  from_chain_type got none instances in place of LLM
RC: Did not add checker for none values 
ET: Throws TypeError",privateGPT.py,"
    qa = RetrievalQA.from_chain_type(llm=llm, chain_type=""""stuff"""", retriever=retriever, return_source_documents=True)""","if llm==None:
        return ""Model not downloaded"", 400    
    qa = RetrievalQA.from_chain_type(llm=llm, chain_type=""stuff"", retriever=retriever, return_source_documents=True)"
https://github.com/sarahelshark/LangChainChatBot/commit/da5754aa48787e7e72a09ac26e5a112b6180b89e,Logic Bug (LB),Python,Memory,Incorrect or Missing Control Flow-Incorrect Flow (IMCF.IF),Stateless Interaction (SI),LangChain-js,"BT: Incorrect logical condition
RC: Controll flow statement incorrect
ET: Logic to store history corrupted",‎main.py,"if model_choice == 'chatgpt':
                vectorize_and_store_chat_history(chatgpt_history, 'chatgpt')
                chatgpt_history = [system_message]","if model_choice == 'chatgpt' and chatgpt_history:
                vectorize_and_store_chat_history(chatgpt_history, 'chatgpt')
                chatgpt_history = [system_message]"
https://github.com/MADHURYAHAIT/DocuScholar/commit/ac2072222c58bb8bb49e5c2cc6167b31fd708452,Prompting Bug (PPB),Python,Agent Core,Incorrect Instruction-Prompt Specification (II.PS),Incorrect Output (IO),LangChain-js,"BT:  Incorrect prompt details
RC:  Prompt instruction incomplete
ET: Incorrect prompt generated wrong output",app.py,"prompt_template = """"""
    Answer the question as detailed as possible from the provided context and knowledge out of it, make sure to provide all the details and try to include emojis, if the answer is not in
    provided context just say, ""answer is not available in the context, Please ask a suitable question"", don't provide the wrong answer\n\n
    Context:\n {context}?\n
    Question: \n{question}\n","prompt_template = """"""
    Answer the question as detailed as possible from the provided context, make sure to provide all the details, if the answer is not in
    provided context just say, ""answer is not available in the context, Please ask a suitable question"", don't provide the wrong answer\n\n
    Context:\n {context}?\n
    Question: \n{question}\n"
https://github.com/ahmadbasyouni10/ctp-hackathon-24/commit/a6653306838b1ad7d9a278f3f7dbf9971c7a7bd2,Configuration Bug (CB),Javascript,Agent Core,Incorrect or Missing Parameter Value-Incorrect Value (IMP.IV),Crash (CR),LangChain-js,"BT:  Posted to incorrect URL (endpoint misconfigured)
RC: Passed incorrect endpoint
ET: Should  throw 404 Not Found error",‎index.js,"app.post(""/api/chat-openai"", chatOpenAIHandler);","app.post(""/api/chat"", chatOpenAIHandler);"
https://github.com/freedomson/midinho/commit/bd62727bc3a15dd00e2ed6aebed3ba53e15e4551,Configuration Bug (CB),Python,Agent Core,Incorrect or Missing Control Flow-Incorrect Flow (IMCF.IF),Crash (CR),LangChain-js,"BT: pyfetch parameter misconfigured
RC: Incorrect path passed to pyfetch
ET: Throw FileNotFound Error",app.js,"response = await pyfetch(""./python/llm.py"")","response = await pyfetch(""/python/llm.py"")"
https://github.com/Prayag2003/ethereum-bots-supermind-hackathon/commit/b1b2a195de34b9b79841ed26d5650658b8cdb49f,Configuration Bug (CB),Javascript,Agent Core,Incorrect or Missing Parameter Value-Incorrect Value (IMP.IV),Crash (CR),LangChain-js,"BT:  Endpoint misconfigured
RC: fetch got incorrect parameter value
ET: Incorrect endpoint shoud throw 404 not found error",AnalyticsModule.jsx,"const res = await fetch(""http://localhost:8000/query"", {
				method: ""POST"",
				headers: { ""Content-Type"": ""application/json"" },
				body: JSON.stringify({
					post_type: postType,
					query,
				}),
			});","const res = await fetch(
				""http://65.0.124.242:8000/query"",
				{
					method: ""POST"",
					headers: {
						""Content-Type"":
							""application/json"",
					},
					body: JSON.stringify({
						post_type: postType,
						query,
					}),
				}
			);"
https://github.com/Abhi-Jeeet/PDFy/commit/ac91f69de821c89aea9550aa7e040e963feef41c,Model Bug (MB),Javascript,Tools,Component Mismatch (CM),Unknown (UN),LangChain-js,"BT:  Incorrect model selected
RC: Incorrect embedding component used
ET: Not specified",pdf_processor.py,"embeddings = OllamaEmbeddings(model=""llama3.2"")  
vector_store = FAISS.from_texts(chunks, embeddings)","embeddings = OllamaEmbeddings(model=""deepseek-coder"") 
vector_store = FAISS.from_texts(chunks, embeddings)"
https://github.com/farhan0167/otto-m8/commit/77348aa2c43a230203672ffde88b449db81c395a,Reference Bug (RB),Javascript,Unknown,Incorrect or Missing Control Flow-Incorrect Flow (IMCF.IF),Crash (CR),LangChain-js,"BT:  createRunConfigForNode reference is incorrect
RC: Incorrect controll flow of import
ET: Throw 'Cannot find module' error",InstantRun.js,import { createRunConfigForNode } from '../Workflows/Utils/CreateRunConfig';,import { createRunConfigForNode } from '../Pages/Workflows/Utils/CreateRunConfig';
https://github.com/dourian/UniGPT/commit/0d8ddca7b7ca65ab629f1e1ee609be4233e8091a,Configuration Bug (CB),Javascript,Agent Core,Incorrect or Missing Parameter Value-Incorrect Value (IMP.IV),Crash (CR),LangChain-js,"BT:  queryQuestion parameter misconfigured
RC:  incorrect (empty depending on the flow) key passed
ET: Should throw authenticationerror",app.js,"const answer = await queryQuestion(pclient, indexName, promptedQuestion, res, useStream, openAiKey)","    const answer = await queryQuestion(pclient, indexName, promptedQuestion, res, useStream, key)"
https://github.com/rockbite/localforge/commit/7f1ae59d0ff65bd5fdba68e794911c64e1575154,Initialization Bug (IB),Javascript,Unknown,Incorrect or Missing Control Flow-Incorrect Flow (IMCF.IF),Crash (CR),LangChain-js,"BT: opts initialized with promises instead of value
RC:  Incorrect flow of invling async function
ET: It will throw typeError while invoking editClient",index.js,"let opts = this.makeOptsFromUrl(url);
await this.mcpLibrary.editClient(alias, opts);"," let opts = await this.makeOptsFromUrl(url);
await this.mcpLibrary.editClient(alias, opts);"
https://github.com/rockbite/localforge/commit/25c8a18d611a42cbd2e607ec903276042291fed3,API Bug (APIB),Javascript,Agent Core,Requirement Violation (RV),Crash (CR),LangChain-js,"BT: API version conflict
RC:  Used code of old version of OpeanAi call
ET: Throw AttributeErro",,"let text = response.then((completion) => completion.choices?.[0]?.message?.content || '');

    return text;",return response.content;
https://github.com/aibtcdev/ai-agent-crew/commit/96bc2d84759ee076e80e9968212c9eb750acd97a,Reference Bug (RB),Python,Unknown,Incorrect or Missing Control Flow-Incorrect Flow (IMCF.IF),Crash (CR),CrewAI,"BT: Incorrect reference of library
RC: Incorrect control flow implementation
ET: Throws ImportError",aibtc.py,from bun_run import BunScriptRunner,from .bun_runner import BunScriptRunner
https://github.com/alexfazio/OpenPlexity-Pages/commit/9cdb2952641225535be10b890e338a55c758c0b6#diff-4eae4a345f6119e33f20a1ae8a14df324722740548de5f89edf324788259310bR9-R44,Logic Bug (LB),Python,Other,Others,Empty Response (ER),CrewAI,"BT:  Incorrect logic created empty text box
RC: Not related to LLM 
ET: The previous code would create an empty text box",app.py,"example_tone = st.text_area(""Example Tone"")
","example_tone = st.text_area(""Example Tone"", prompt_helper.get_global_prompt_elem(""example_tone""))"
https://github.com/startino/aitino/commit/e68077f1da17d0f16c25d13800c909001b216325,Initialization Bug (IB),Python,Tools,API Misuse-Invalid API Arguments (AM.IAA),Crash (CR),CrewAI,"BT: config variable initialized with incorrect key
RC: llm_config gets incorrect value parameter
ET: It should throw KeyError",crew.py,"if tool_schemas:
    config[""functions""] = tool_schemas
            
system_message = f""""""{agent.role}\n\n{agent.system_message}. If you write a program, give the program to the admin. """"""
agent_instance = autogen.AssistantAgent(
                name=self._format_agent_name(agent),
                system_message=system_message,
                description=formatted_descriptions[agent.id][0],
                # could add something to concatenate all strings in description list for a given agent - Leon
                llm_config=config,
            )","if tool_schemas:
    config[""tools""] = tool_schemas
system_message = f""""""{agent.role}\n\n{agent.system_message}. If you write a program, give the program to the admin. """"""

agent_instance = autogen.AssistantAgent(
                name=self._format_agent_name(agent),
                system_message=system_message,
                description=formatted_descriptions[agent.id][0],
                # could add something to concatenate all strings in description list for a given agent - Leon
                llm_config=config,
            )"
https://github.com/yanniedog/Autocrew/commit/7a5b47b1ede4cc7eaf96a84e08283b0bb0ce42f1#diff-935bc67832a22823701c35975421947be81615771e83d7ca168792058a15a347R150-R212,Prompting Bug (PPB),Python,Agent Core,Incorrect Instruction-Prompt Specification (II.PS),Incorrect Output (IO),CrewAI,"BT:  Prompt not detailed
RC: Incorrect instruction provided
ET: Does not provide more detailed responses",‎core.py," instruction = (
            f'Create a dataset in a CSV format with each field enclosed in double quotes, '
            f'for a team of agents with the goal: ""{overall_goal}"". '
            f'Use the delimiter ""{delimiter}"" to separate the fields. '
            'Include columns ""role"", ""goal"", ""backstory"", ""assigned_task"", ""allow_delegation"". '
            'Each agent\'s details should be in quotes to avoid confusion with the delimiter. '
            'Provide a single-word role, individual goal, brief backstory, assigned task, and delegation ability (True/False) for each agent.'
        )
instruction_tokens = count_tokens(instruction)","instruction = (
            f'Create a dataset in a CSV format with each field enclosed in double quotes, '
            f'for a team of agents. Overall goal for the team is: ""{overall_goal}"". '
            f'You need to design agents that will work effectively and collaboratively to achieve the team goal successfully. '
            f'Agents are identified by their role. You must provide each agent in your team the title of their role, their individual goal within the team, their personal backstory and individual skillset, specific details of a task assigned to them which will help ensure the team goal is completed successfully, and whether or not the agent is permitted to delegate certain duties to other agents (True/False). '
            f'Your CSV must contain the columns ""role"", ""goal"", ""backstory"", ""assigned_task"", ""allow_delegation"". '
            f'Use the delimiter ""{delimiter}"" to separate the fields. '
            f'Maintain consistent formatting. Each agent\'s details should be in quotes to avoid confusion with the delimiter. '
            )
instruction_tokens = count_tokens(instruction)"
https://github.com/aibtcdev/ai-agent-crew/commit/7ba8070885becaae166e2fd6315a92c76935f97d,Configuration Bug (CB),Python,Unknown,Incorrect or Missing Parameter Value-Missing Value (IMP.MV),Unknown (UN),CrewAI,"BT:  Superclass not configured correctly
RC: Superclass missed parameters for constructor
ET: Not specified",clarity_code_generator_v2.py,"class ClarityCodeGeneratorCrewV2(AIBTC_Crew):
    def __init__(self):
        super().__init__(""Clarity Code Generator V2"")","class ClarityCodeGeneratorCrewV2(AIBTC_Crew):
    def __init__(self, embedder):
        super().__init__(
            ""Clarity Code Generator V2"",
            ""Generate Clarity code for a smart contract on the Stacks blockchain."",
            embedder,
        )"
https://github.com/aibtcdev/ai-agent-crew/commit/e6c341d49362c60f05e1cfea1d6f9149e732bc8c,Configuration Bug (CB),Python,Tools,Incorrect or Missing Parameter Value-Incorrect Value (IMP.IV),Incorrect Output (IO),CrewAI,"BT: get_all_tools incorrectly configured
RC: allow_delegation parameter incorrectly configured. 
ET: Tool deligates tasks may generate unexpected tool call, leading to incorrect results",user_chat_specialist.py," tools=AgentTools.get_all_tools(),
            verbose=True,
            memory=False,
            allow_delegation=True,
            llm=llm,
        )"," tools=AgentTools.get_all_tools(),
            verbose=True,
            memory=False,
            allow_delegation=False,
            llm=llm,
        )"
https://github.com/aibtcdev/ai-agent-crew/commit/423516adb6e16f060ea65039cce4b1bf9c6ec7d4,Logic Bug (LB),Python,Unknown,Incorrect or Missing Control Flow-Incorrect Flow (IMCF.IF),Crash (CR),CrewAI,"BT:  Incorrect logic of accessing key
RC: Incorrect flow of for loop
ET: Throw AttributeError while calling upper method",aibtcdev_utils.py,"for key in settings.items():
      env_var = f""{section.upper()}_{key.upper()}""","for key, value in settings.items():
    env_var = f""{section.upper()}_{key.upper()}"""
https://github.com/startino/aitino/commit/56d01cbcfd018f98450efef0a256cd4b128ce5b1#diff-84b384943d985c07700c0be6a73a54924b92041f9a46fca15bbd80ebf98e8a6eR9-R331,Prompting Bug (PPB),Python,Planning,Incorrect Instruction-Prompt Specification (II.PS),Incorrect Output (IO),CrewAI,"BT:  Issue in the prompt construction
RC: Prompt not detailed enough
ET: Does not perform the intended task due to the lack of detailed prompt",crew.py," system_message = f""""""{agent.role}\n\n{agent.system_message}. If you write a program, give the program to the admin. """""""," system_message = f""""""{agent.role}\n\n{agent.system_message}. If you write a program, give the program to the admin. End the message with the agent you want to speak to."""""""
https://github.com/SCTY-Inc/civic-agentcy/commit/007ed56ae518d2eddfe1a191248893e02a9f4ac6,Reference Bug (RB),Python,Agent Core,Requirement Violation (RV),Crash (CR),CrewAI,"BT:  Incorrect reference of Ollama
RC: Used code of older version
ET: Should generate ImportError",browser_tools.py,from langchain.llms import Ollama,from langchain_community.llms import Ollama
https://github.com/luandev/ComfyUI-CrewAI/commit/c432e8411de9c4a82a86fe46023e51bfe9777f43#diff-a35d93ade18ed3fa022ab4034986dfeececd868db0be901bd11a02d31a89fe28R39,Configuration Bug (CB),Python,Agent Core,Incorrect or Missing Parameter Value-Missing Value (IMP.MV),Incorrect Output (IO),CrewAI,"BT:  Task parameter misconfigured
RC: output_json not passed 
ET: The will not  follow the structure",task_node.py," task = Task(
            description=description,
            expected_output=expected_output,
            agent=agent
        )"," task = Task(
            description=description,
            expected_output=expected_output,
            output_json=PromptOutput,
            agent=agent
        )"
https://github.com/startino/aitino/commit/5c3741307867f127f4445a3065c8ac8cf90bcb27,Prompting Bug (PPB),Python,Agent Core,Incorrect Instruction-Prompt Specification (II.PS),Incorrect Output (IO),CrewAI,"BT:  Issue in the prompt construction
RC: Prompt not detailed enough
ET: Does not perform the intended task due to the lack of detailed prompt",crew.py,"agent_instance.update_system_message(
                    f""""""{agent.title}\n\n{agent.system_message}. Write TERMINATE if all tasks has been solved at full satisfaction. If you instead require more information write TERMINATE along with a list of items of information you need. Otherwise, reply CONTINUE, or the reason why the tasks are not solved yet."""""")","agent_instance.update_system_message(
                    system_message
                    + ""\nWrite TERMINATE if all tasks has been solved at full satisfaction. If you instead require more information write TERMINATE along with a list of items of information you need. Otherwise, reply CONTINUE, or the reason why the tasks are not solved yet.""
                    """"
                )"
https://github.com/startino/aitino/commit/849d313412c524b98951bb1906536666dd9c7901,Logic Bug (LB),Javascript,Agent Core,Incorrect or Missing Control Flow-Incorrect Flow (IMCF.IF),Crash (CR),CrewAI,"BT: Incorrectly accessed agents variable
RC: Logical flow incorrect for parameter
ET: Throw TypeError",AgentLibrary.svelte,$: filteredAgents = filterAgents(agents);,$: filteredAgents = filterAgents($agents);
https://github.com/StuartRiffle/ragtag-tiger/commit/769e495a9bd88ab05e7dba7586aef981fb662753,Logic Bug (LB),Python,Unknown,Incorrect or Missing Control Flow-Missing Flow (IMCF.MF),Unknown (UN),LlamaIndex,"BT: Logical check not added
RC: No check added if archives is null
ET: Not specified",ragtag-tiger.py,"for arch in archives:
    if arch in containers:
          containers.remove(arch)","if archives:
   lograg_verbose(f""Ignoring {len(archives)} archive files..."")
   for arch in archives:
         if arch in containers:
              containers.remove(arch)"
https://github.com/StuartRiffle/ragtag-tiger/commit/769e495a9bd88ab05e7dba7586aef981fb662753#diff-87cec72704777153ebce2d34314ebcecf7e16e8d4cfd36dde6218f7379d804bfL274-L289,Logic Bug (LB),Python,Unknown,Incorrect or Missing Control Flow-Incorrect Flow (IMCF.IF),Unknown (UN),LlamaIndex,"BT:  Indentation logic incorrect
RC: Code written in incorrect logical block
ET: Not specified",ragtag-tiger.py,"         for container in containers:
                if not temp_folder:
                    try:
                        temp_folder = cleanpath(tempfile.mkdtemp())
                        lograg_verbose(f""Temporary files will be stored in \""{temp_folder}\"""")
                        lograg(f""Unpacking {len(containers)} containers..."")
                    except Exception as e:
                        lograg_error(f""failed creating temporary folder, can't unpack containers: {e}"")
                        break

            if temp_folder:
                unpacked_files = unpack_container_to_temp(container, temp_folder)
                all_unpacked_files.extend(unpacked_files)
                if temp_folder:","         for container in containers:
                if not temp_folder:
                    try:
                        temp_folder = cleanpath(tempfile.mkdtemp())
                        lograg_verbose(f""Temporary files will be stored in \""{temp_folder}\"""")
                        lograg(f""Unpacking {len(containers)} containers..."")
                    except Exception as e:
                        lograg_error(f""failed creating temporary folder, can't unpack containers: {e}"")
                        break

                   if temp_folder:
                        unpacked_files = unpack_container_to_temp(container, temp_folder)
                        all_unpacked_files.extend(unpacked_files)
                        if temp_folder:"
https://github.com/fcogithub/LlamaIndex/commit/5497725caa0769cc3973fc20cab5d2d49dd208ca,Logic Bug (LB),Python,Tools,Incorrect or Missing Control Flow-Incorrect Flow (IMCF.IF),Unknown (UN),LlamaIndex,"BT: Logical condition check incorrect
RC: Incorrect logical condition
ET: Not specified",interface.py,"if node.ref_doc_id is not None:
                   
         node.metadata.update(
                            doc_id_to_document[node.ref_doc_id].metadata
                        )","if (node.ref_doc_id is not None
                        and node.ref_doc_id in doc_id_to_document):
                        node.metadata.update(
                            doc_id_to_document[node.ref_doc_id].metadata
                        )"
https://github.com/chenjiayi8/LlamaDocIndexer/commit/1c99d9cec22c236866c2fc334265b615378b244c,Logic Bug (LB),Python,Unknown,Incorrect or Missing Control Flow-Incorrect Flow (IMCF.IF),Crash (CR),LlamaIndex,"BT: Empty text checking condition incorrectly implemented.
RC: Flow for emty text incorrectly handled
ET: Throws ValueError for empty file",indexer.py,"if text is None:
     raise ValueError(""Cannot read text from "" + file)","if text is None or len(text) == 0:
                    del self.indices[""menu""][path_hash]
                    continue"
https://github.com/mihir2921/LlamaIndex_IN_CML_AMP/commit/64f032e30428c0d3fd464be877f58ebb15d3cddc,Argument Bug (AB),Python,Tools,API Misuse-Invalid API Arguments (AM.IAA),Crash (CR),LlamaIndex,"BT: Incorrect argument passed in the third parameter
RC: llm.ingest got incorrect arguement
ET: Throws TypeError",front_end_app.py,"return llm.ingest(files, questions, progress)","return llm.ingest(files, questions, collection_name, progress)"
https://github.com/fcogithub/LlamaIndex/commit/18cf9be0e6fa2f09218bbe8e61f0e31008be69e9,Prompting Bug (PPB),Python,Agent Core,Incorrect Instruction-Prompt Orchestration (II.PO),Incorrect Output (IO),LlamaIndex,"BT:  Issue in the prompt
RC: Prompt assigned to incorrect role
ET: Incorrect role of the prompt may lead to incorrect output",condense_plus_context.py,"system_message = ChatMessage(
            content=system_message_content, role=MessageRole.SYSTEM
        )","system_message = ChatMessage(
            content=system_message_content, role=self._llm.metadata.system_role
        )"
https://github.com/TinhHoaSolutions-EzHR/chatbot/commit/cd0f4edc561e9c6fa3a1db6af6cfd59fe214397b,Logic Bug (LB),Python,Tools,Incorrect or Missing Control Flow-Incorrect Flow (IMCF.IF),Unknown (UN),LlamaIndex,"BT:  Incorrect logic to get the value
RC: API passed two values, received one through tuple
ET: Not specified",chat.py,"err = ChatService(db_session=db_session).update_chat_session(chat_session_id=chat_session_id, chat_session_request=chat_session_request, user_id=user.id
    )
    if err:
        status_code, detail = err.kind
        raise HTTPException(status_code=status_code, detail=detail)","chat_session, err = ChatService(db_session=db_session).update_chat_session(chat_session_id=chat_session_id, chat_session_request=chat_session_request, user_id=user.id
    )
    if err:
        status_code, detail = err.kind
        raise HTTPException(status_code=status_code, detail=detail)"
https://github.com/USP-Open-Code/icmc-open-chatbot/commit/3f30d169ea9d08bf8ca40d3c6ffa18a80ac7d0a0,Argument Bug (AB),Python,Tools,Incorrect or Missing Parameter Value-Missing Value (IMP.MV),Tool Ignored (TI),LlamaIndex,"BT: Optional argument not passed
RC: Required parameters not passed
ET: Tool was not called (mentioned in the commit)",nodes.py,"        self.tools = {""retriever"": ChromaDB().retrieve}"," self.tools = {
            ""retriever"": ChromaDB().retrieve,
            ""most_recent_files"": ChromaDB().get_most_recent
        }"
https://github.com/mt7180/quaigle/commit/c29f047546876af0812cc4f06adf7a09048058f0,Logic Bug (LB),Python,Tools,API Misuse-Wrong API Context (AM.WAC),Incorrect Output (IO),LlamaIndex,"BT:  Incorrect module used for specific task
RC: Incorrect understanding of the functionality of PDFReader
ET: Only reads pdf and returns the content instead of other files",script.py,"loader = PDFReader()
        return loader.load_data(
            file=pathlib.Path(str(AITextDocument.cfd / identifier))
        )[0]","return SimpleDirectoryReader(
            input_files=[pathlib.Path(str(AITextDocument.cfd / identifier))]
        ).load_data()[0]"
https://github.com/fcogithub/LlamaIndex/commit/b18b7600ebb319a11297a74667ad07aa2fb38a61,Reference Bug (RB),Python,Agent Core,Incorrect or Missing Control Flow-Incorrect Flow (IMCF.IF),Crash (CR),LlamaIndex,"BT:  Incorrect reference of the module
RC: Incorrectly flow of import 
ET: Throws ImportError",base.py,from mistralai.client import ChatMessage as mistral_chatmessage,from mistralai.models.chat_completion import ChatMessage as mistral_chatmessage
https://github.com/fcogithub/LlamaIndex/commit/48e0a267335489358844c722bac768f12e88bbb8,Reference Bug (RB),Python,Agent Core,Incorrect or Missing Control Flow-Incorrect Flow (IMCF.IF),Crash (CR),LlamaIndex,"BT:  Incorrect reference of the module
RC: Incorrectly flow of import 
ET: Throws ImportError",base.py,"from pydantic import BaseModel, Field",
https://github.com/docprompt/Docprompt/commit/a799c104ecdcf371aa669b2a7698a22f74f1bbaf,Argument Bug (AB),Python,Tools,API Misuse-Invalid API Arguments (AM.IAA),Crash (CR),LlamaIndex,"BT: Wrong parameter type
RC: Incorrect argument type passed
ET: Throw TypeError",base.py," results = self.process_document_pages(
            document_node.document,
            task_input=task_input,
            start=start,
            stop=stop,
            **kwargs,
        )"," results = self.process_document_pages(
            document_node,
            task_input=task_input,
            start=start,
            stop=stop,
            **kwargs,
        )"
https://github.com/mihir2921/LlamaIndex_IN_CML_AMP/commit/b161cbea4ed9b258dc86c0949f18e712caf7f0fa,Logic Bug (LB),Python,Memory,Incorrect or Missing Control Flow-Incorrect Flow (IMCF.IF),Crash (CR),LlamaIndex,"BT:  Incorrect logic to get streaming output
RC: Incorrectly flow for getting streaming message
ET: Should throw TypeError for None type",front_end_app.py,"def conversation(msg, history):
    llm.infer(msg, history)","def conversation(msg, history):
    yield llm.infer(msg, history)"
https://github.com/bentoml/rag-tutorials/commit/338178b6a58bc23db024671242b8cd403bc53f86,Logic Bug (LB),Python,Memory,Incorrect or Missing Control Flow-Incorrect Flow (IMCF.IF),Crash (CR),LlamaIndex,"BT:  Incorrect logic of returning single value
RC: Incorrect flow of passing single object instead of list
ET: Throw TypeError later for passing single value instead of list",embedding.py,"async def _aget_query_embedding(self, query: str):
        res = await self.async_client(query)
        return res[0]
def _get_query_embedding(self, query: str):
        return self.sync_client(query)[0]","async def _aget_query_embedding(self, query: str):
        res = await self.async_client(query)
        return res[0].tolist()
def _get_query_embedding(self, query: str):
        return self.sync_client(query)[0].tolist()"
https://github.com/alexleventer/hello-llamaindex-astra/commit/b6900359b46cde64585d8ebd9afbe6875e0be998,API Bug (APIB),Python,Agent Core,Requirement Violation (RV),Incorrect Output (IO),LlamaIndex,"BT:  Code works for previous API version
RC: Old version code of llama_index
ET: Prints object instead of output (string)",app.py,"response = query_store('What sort of experiments did Galileo conduct?')
print(response)
","answer = query_store('What sort of experiments did Galileo conduct?')
print(answer.response)"
https://github.com/datastax/ai-chatbot-starter/commit/e101fbd4ce0cf72f330f747fe2e38f938a66029d,Configuration Bug (CB),Python,Unknown,Incorrect or Missing Parameter Value-Incorrect Value (IMP.IV),Crash (CR),LlamaIndex,"BT: load_test_request configured with local file path
RC: load_test_request got incorrect value to read 
ET: Throw FileNotFound error",test_app.py,"def standard_request():
    return load_test_request(""test_request.json"")","def standard_request():
    return load_test_request(os.path.join(""tests"", ""test_request.json""))"
